,STU_ID,SCH_ID,F3ERN2011,F3C02,F3EVRGED,F3EVERDO,BYMOTHED,BYS14,BYRACE,BYP61,F3ATTAINMENT,BYTXCSTD,BYSES1,F3JUNEDSTAT,F3REGION,F3B35,female,no_parent,moth_ed_1,moth_ed_2,moth_ed_3,moth_ed_4,moth_ed_5,moth_ed_6,moth_ed_7,moth_ed_8,region_1,region_2,region_3,region_4,high_school_grad,ged,BYRACE2,Other,Asian,Black,Hispanic,White,post_sec_edu,income_log
8820,295119,2951,10000,40,0,0,3,2,5,1,5,37.73,0.13,3,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,2,9.210340372
8822,295121,2951,19000,40,0,0,1,2,5,0,5,52.81,-1.03,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,2,9.852194258
8823,295124,2951,29000,40,0,0,2,2,7,0,6,51.79,0.04,3,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,4,10.27505111
8826,295128,2951,19000,40,0,0,6,2,3,0,8,64.08,0.6,3,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,3,0,0,1,0,0,6,9.852194258
8829,295135,2951,55000,40,0,0,4,1,6,0,3,48.18,0.03,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,10.91508846
8831,295201,2952,25000,90,0,0,4,1,4,0,3,44.49,-0.28,3,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,10.1266311
8840,295210,2952,34000,43,0,0,2,1,6,0,6,64.53,0.3,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,4,10.4341158
8841,295211,2952,10000,20,0,0,4,2,4,1,6,40.3,-0.1,3,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,4,9.210340372
8846,295216,2952,5000,20,0,0,4,1,4,0,3,31.99,-0.52,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,8.517193191
8850,295222,2952,18000,40,0,0,6,1,3,1,8,54.59,0.81,3,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3,0,0,1,0,0,6,9.798127037
8855,295227,2952,55000,40,0,0,1,1,4,0,4,36.19,-0.96,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,1,10.91508846
8861,296101,2961,10000,20,0,0,6,2,2,0,8,60.78,1.12,3,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,1,0,0,0,6,9.210340372
8864,296104,2961,63000,40,0,0,2,1,2,0,6,62.91,0.36,3,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,4,11.05089001
8869,296109,2961,68000,50,0,0,6,1,2,0,6,60.16,0.61,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,1,0,0,0,4,11.12726298
8871,296111,2961,56000,50,0,0,6,1,2,0,6,77.09,1.29,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,1,0,0,0,4,10.93310697
8872,296113,2961,30000,50,0,0,4,1,7,0,3,48.4,0.53,3,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,0,10.30895266
8875,296116,2961,90000,70,0,0,6,2,2,0,6,72.2,0.95,3,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,1,0,0,0,4,11.40756495
8877,296118,2961,20000,40,0,0,3,2,7,1,6,61.64,0.57,3,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,4,9.903487553
8882,296123,2961,23000,35,0,0,4,2,7,0,5,55.27,0.08,3,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,2,10.04324949
8884,296125,2961,4000,52,0,0,2,2,5,1,2,25.22,-1.12,4,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,8.29404964
8886,296127,2961,3500,24,0,0,3,2,7,0,7,58.76,-0.05,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,5,8.160518247
8900,296213,2962,28000,40,0,0,5,2,6,0,6,58.65,0.41,3,3,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,4,10.23995979
8904,296217,2962,14000,35,0,0,2,2,7,0,3,47.61,-0.16,3,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,0,9.546812609
8908,296221,2962,23000,30,0,0,2,1,7,0,2,46.32,-0.25,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,0,10.04324949
8911,296224,2962,55000,40,0,0,1,1,5,0,3,43.53,0.25,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,10.91508846
8912,296225,2962,39000,40,0,0,3,1,7,0,6,48.11,0.71,3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,4,10.57131693
8913,296227,2962,22000,35,0,0,1,1,5,0,2,33.52,-1.43,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,9.998797732
8914,296228,2962,33000,45,0,0,1,2,5,0,3,42.96,-1.52,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,10.40426284
8920,297105,2971,6000,20,0,0,6,1,2,0,3,52.98,1.06,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,8.699514748
8922,297107,2971,16000,48,0,1,3,1,5,1,2,41.06,-0.18,4,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,9.680344001
8934,297120,2971,160000,40,0,0,4,1,2,0,10,45.35,-0.01,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,8,11.98292909
8935,297121,2971,120000,40,0,0,7,2,2,0,10,54.89,1.47,3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,1,0,0,0,8,11.69524702
8936,297122,2971,20000,30,0,0,5,2,4,1,6,58.06,0.61,3,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,4,9.903487553
8937,297123,2971,18000,30,0,0,6,1,6,0,6,56.55,1.29,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,4,9.798127037
8939,297125,2971,10000,40,0,0,4,1,7,1,3,44.71,0.85,3,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,0,9.210340372
8943,297129,2971,50000,40,0,0,6,1,7,0,6,55.6,0.42,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,7,0,0,0,0,1,4,10.81977828
8950,297201,2972,22000,38,0,0,6,2,5,0,3,58.47,-0.77,3,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,9.998797732
8951,297202,2972,4000,25,0,0,1,2,5,0,4,35.23,-1.53,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,1,8.29404964
8952,297203,2972,30000,40,0,1,1,2,5,0,2,35.13,-1.28,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,10.30895266
8953,297204,2972,21000,55,0,0,1,1,4,0,3,48.87,-0.73,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,9.952277717
8957,297208,2972,21000,30,0,0,6,1,5,1,3,46.93,0.74,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,9.952277717
8962,297215,2972,33000,40,0,0,3,2,5,0,6,56.64,0.58,3,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,4,10.40426284
8965,297218,2972,10000,40,0,0,1,1,5,1,2,44.18,-1.44,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,9.210340372
8971,297224,2972,24000,40,0,0,1,1,5,0,5,39.03,-0.64,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,2,10.08580911
8976,297230,2972,30000,40,0,0,2,1,5,0,2,30.45,-1.17,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,10.30895266
8981,298103,2981,25000,40,0,0,1,2,5,0,4,37.77,-1.27,3,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,1,10.1266311
8982,298106,2981,33000,42,0,0,5,2,7,0,6,62.84,0.69,3,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,4,10.40426284
8984,298108,2981,19000,35,0,0,5,1,7,0,3,59.42,0.8,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,0,9.852194258
8985,298109,2981,9500,40,0,0,2,1,5,1,5,51.55,-0.49,3,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,2,9.159047078
8986,298110,2981,24000,35,0,0,4,1,5,0,3,39.88,0.18,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,10.08580911
8990,298116,2981,2000,40,1,1,1,1,5,0,3,46.23,-1.31,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,1,0,0,7.60090246
8996,298122,2981,33000,40,0,0,1,1,5,0,3,49.67,-0.83,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,10.40426284
9000,298201,2982,25000,40,0,0,3,2,4,1,3,37.05,0.12,3,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,10.1266311
9005,298208,2982,30000,40,0,0,2,1,5,0,2,40.27,-0.57,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,10.30895266
9010,298214,2982,33000,48,0,0,3,1,4,0,3,47.54,-0.21,3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,10.40426284
9011,298215,2982,5000,30,0,0,1,2,4,0,5,39.76,-1.59,3,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,2,8.517193191
9012,298216,2982,12000,40,1,1,3,1,4,1,3,31.91,0.56,3,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,1,0,0,9.392661929
9014,298218,2982,50000,40,0,0,1,1,4,0,2,44.93,-0.91,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,10.81977828
9015,298219,2982,1000,15,0,0,4,2,7,0,4,40.04,-0.59,3,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,1,6.907755279
9021,299102,2991,52000,60,0,0,7,2,7,0,3,56.64,0.72,3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,7,0,0,0,0,1,0,10.858999
9025,299111,2991,60000,50,0,0,6,1,6,1,6,54.08,1.3,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,4,11.00209984
9028,299115,2991,4500,40,0,0,6,1,2,0,6,52.83,0.69,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,1,0,0,0,4,8.411832676
9029,299116,2991,7000,24,0,1,6,1,7,0,3,58.26,1.13,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7,0,0,0,0,1,0,8.853665428
9030,299119,2991,22000,35,0,0,1,2,4,1,3,43.32,-1.61,3,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,9.998797732
9031,299121,2991,45000,65,0,0,6,2,2,0,6,62.65,0.41,3,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,1,0,0,0,4,10.71441777
9042,299206,2992,12000,35,0,0,6,2,2,0,6,52.9,0.83,3,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,1,0,0,0,4,9.392661929
9046,299210,2992,25000,45,0,0,2,2,7,0,4,47.48,-0.42,3,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,1,10.1266311
9051,299216,2992,24000,40,0,0,6,2,7,0,3,56.44,0.46,3,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,7,0,0,0,0,1,0,10.08580911
9056,300104,3001,4000,40,0,0,3,1,4,0,2,31.56,0.62,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,8.29404964
9058,300107,3001,8000,30,0,0,3,2,7,0,6,55.63,0.43,3,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,4,8.987196821
9059,300110,3001,19000,55,0,0,2,2,2,0,8,56.26,-0.33,3,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,6,9.852194258
9072,300125,3001,70000,40,0,0,1,1,4,0,5,40.36,-1.04,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,2,11.15625052
9075,300202,3002,120000,65,0,0,6,1,2,0,6,46.6,0.5,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,1,0,0,0,4,11.69524702
9081,300209,3002,80000,40,0,0,6,2,6,0,6,59.24,0.62,3,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,4,11.28978191
9084,300212,3002,58000,6,0,0,6,2,2,0,8,63.89,1.13,3,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,1,0,0,0,6,10.96819829
9090,300219,3002,12000,8,0,0,5,1,6,0,3,42.89,0.79,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,9.392661929
9091,300220,3002,15000,60,0,0,4,1,5,0,4,55.32,-0.34,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,1,9.61580548
9096,300225,3002,65000,60,0,0,3,1,2,0,3,50.23,0.46,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,11.08214255
9099,300229,3002,16000,22,0,0,5,2,5,0,2,39.63,0.24,4,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,9.680344001
9118,301120,3011,38000,40,0,0,2,1,4,0,3,55.31,-0.41,3,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,10.54534144
9119,301121,3011,50000,40,0,0,6,2,2,0,6,53.85,0.94,3,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,1,0,0,0,4,10.81977828
9120,301122,3011,15000,55,0,0,3,2,7,0,7,48.68,0.45,3,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,5,9.61580548
9121,301123,3011,60000,70,0,0,4,1,4,0,6,67.13,0.45,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,4,0,0,0,1,0,4,11.00209984
9123,301125,3011,35000,40,0,0,3,1,7,0,3,44.18,0.28,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,0,10.46310334
9127,301131,3011,60000,55,0,0,2,1,4,0,2,59.56,-0.25,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,11.00209984
9129,301201,3012,35000,40,0,0,1,1,4,0,6,47.8,-1.43,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,4,10.46310334
9140,301215,3012,19000,40,0,0,3,2,3,0,6,40.59,-0.09,3,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,0,0,1,0,0,4,9.852194258
9145,301220,3012,1000,15,1,1,1,1,5,0,3,54.73,-1.26,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,1,0,0,6.907755279
9154,301230,3012,27000,45,1,1,1,1,3,0,2,37.51,-1.44,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,1,0,0,0,10.20359214
9155,301231,3012,24000,40,0,1,1,2,4,1,2,29.97,-1.23,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,10.08580911
9156,302101,3021,15000,30,0,0,2,1,5,0,3,50.94,-0.9,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,9.61580548
9159,302104,3021,15000,40,0,0,6,2,5,0,4,50.75,-0.36,3,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,4,0,0,0,1,0,1,9.61580548
9160,302105,3021,29000,40,0,0,1,1,5,0,2,31.33,-1.35,4,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,10.27505111
9162,302108,3021,21000,38,0,1,1,1,5,0,1,37.03,-1.02,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,9.952277717
9163,302109,3021,15000,40,0,0,5,2,5,1,3,42.53,-1.1,3,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,9.61580548
9165,302111,3021,9500,40,0,1,1,2,5,0,1,32.34,-1.33,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,9.159047078
9167,302113,3021,5000,60,1,1,1,1,5,0,2,33.26,-1.07,4,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,1,0,0,8.517193191
9169,302115,3021,25000,50,0,0,4,1,2,1,2,51.62,0.04,4,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,10.1266311
9174,302121,3021,41000,40,0,0,2,1,5,0,4,58.66,-0.5,3,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,1,10.62132735
9180,302128,3021,33000,40,0,1,2,1,5,1,3,46.1,-0.9,3,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,10.40426284
9189,302203,3022,5500,3,0,0,4,1,2,0,8,58.78,0.29,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,6,8.612503371
9190,302204,3022,20000,40,0,0,2,1,3,1,4,44.9,0.17,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,1,0,0,1,9.903487553
9193,302208,3022,30000,40,0,0,1,1,2,0,3,46.29,-0.52,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,10.30895266
9197,302212,3022,18000,40,0,1,2,2,2,0,3,46.79,-0.54,3,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,9.798127037
9198,302213,3022,300,8,0,0,1,2,2,0,4,50.54,-1.1,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,1,5.703782475
9202,302217,3022,15000,15,0,0,6,1,6,0,3,47.62,0.17,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,9.61580548
9203,302218,3022,56000,35,0,0,6,2,2,0,8,73.75,0.55,3,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,1,0,0,0,6,10.93310697
9212,302227,3022,38000,40,0,0,6,2,2,1,6,67.35,0.72,3,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,1,0,0,0,4,10.54534144
9214,302229,3022,24000,30,0,0,1,2,2,0,6,48.65,-1.43,3,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,4,10.08580911
9220,302235,3022,24000,40,0,0,2,2,2,0,5,48.6,-1.04,3,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,2,10.08580911
9222,303101,3031,14000,40,0,0,1,2,4,0,4,37.35,-1.33,3,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,1,9.546812609
9226,303105,3031,60000,45,0,0,2,2,4,0,3,36.17,-0.76,3,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,11.00209984
9227,303106,3031,18000,40,1,1,5,1,4,1,3,54.42,-0.72,3,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,4,0,0,0,1,0,0,9.798127037
9229,303108,3031,27000,42,0,0,1,1,4,1,3,56.63,-1.27,3,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,10.20359214
9232,303111,3031,33000,40,0,1,1,2,4,0,1,40.1,-1.14,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,10.40426284
9233,303112,3031,60000,40,0,0,1,1,4,0,2,40.66,-1.41,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,11.00209984
9234,303113,3031,42000,60,0,0,1,2,4,0,4,44.79,-1.39,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,1,10.6454249
9243,303122,3031,15000,40,0,1,1,2,4,1,6,51.78,-1.08,3,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,4,9.61580548
9246,303201,3032,30000,45,0,0,2,1,2,0,3,61.67,-0.75,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,10.30895266
9251,303207,3032,30000,40,0,0,6,2,2,0,8,56.91,-0.19,3,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,1,0,0,0,6,10.30895266
9252,303209,3032,20000,30,0,0,6,1,2,0,10,65.67,0.99,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,1,0,0,0,8,9.903487553
9256,303213,3032,33000,48,0,0,6,2,2,0,5,58.42,-0.04,3,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,1,0,0,0,2,10.40426284
9265,303223,3032,68000,40,0,0,1,2,2,0,6,60.7,-1.25,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,4,11.12726298
9270,303228,3032,20000,45,0,0,6,1,2,0,3,34.58,0.11,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,9.903487553
9274,303232,3032,1000,30,0,0,1,1,4,0,2,70.56,-1.02,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,6.907755279
9280,304102,3041,10000,45,0,0,1,1,2,1,6,59.9,-0.79,3,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,4,9.210340372
9282,304104,3041,12000,8,0,0,6,2,2,0,6,48.56,1.1,3,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,1,0,0,0,4,9.392661929
9284,304106,3041,20000,30,0,0,1,2,2,0,8,52.72,-1.14,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,6,9.903487553
9286,304108,3041,35000,40,0,0,2,2,2,0,6,65.56,0.34,3,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,4,10.46310334
9288,304110,3041,75000,50,0,0,4,1,7,0,5,47.11,0.52,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,2,11.22524339
9289,304111,3041,44000,40,0,0,7,1,2,1,3,52.02,0.65,3,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,1,0,0,0,0,10.69194491
9295,304119,3041,48000,50,0,0,7,2,2,0,6,60.85,1.22,3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,1,0,0,0,4,10.77895629
9303,304129,3041,50000,50,0,0,6,1,2,0,6,76.99,1.1,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,1,0,0,0,4,10.81977828
9309,304202,3042,49000,40,0,0,3,2,2,0,6,54.91,0.53,3,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,4,10.79957558
9310,304203,3042,15000,35,0,0,2,2,6,0,4,56.34,0.04,3,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,9.61580548
9313,304206,3042,30000,40,0,0,6,1,6,0,6,59.83,0.73,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,4,10.30895266
9317,304211,3042,35000,40,0,0,2,1,7,0,6,62.12,0.32,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,4,10.46310334
9318,304212,3042,10000,40,0,0,6,1,6,0,6,55.26,0.54,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,4,9.210340372
9323,304217,3042,10000,20,0,0,6,2,2,0,6,51.43,0.55,3,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,1,0,0,0,4,9.210340372
9328,304222,3042,62000,40,0,0,6,2,2,0,3,69.26,0.59,3,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,11.03488966
9334,304228,3042,25000,40,0,0,4,2,6,0,5,58.22,0.2,3,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,10.1266311
9341,305202,3052,42000,40,0,0,1,2,4,0,6,49.61,-0.99,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,4,10.6454249
9342,305203,3052,22000,80,0,0,1,2,5,0,4,45.02,-1.02,3,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,1,9.998797732
9343,305205,3052,3000,8,0,0,1,2,5,0,5,43.82,-1.97,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,2,8.006367568
9347,305209,3052,26000,60,0,0,1,2,4,0,6,57.96,-1.09,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,4,10.16585182
